SegmentId,StartTime,EndTime,Transcript,Topic
P4zxWqC_fCY65,13.58,14.07,  we can present,No
,,,  our idea and thought in a beautiful,
,,,  way,
,,,  logical presentation will help you to,
,,,  overcome the fear of looking foolishness,
,,,  do n't be scared of the consequence,
P4zxWqC_fCY66,14.09,14.18,  do n't be scared of the result,No
,,,  why are you bothered why are you worried,
,,,  about the result the result is going to,
,,,  be,
,,,  good or bad based on your performance,
,,,  you should be at least happy that,
P4zxWqC_fCY67,14.2,14.31,  i have performed probably today you,No
,,,  could convince,
,,,  two in tomorrow 's session you will be,
,,,  able to convince 20,
,,,  and in third session you will be able to,
,,,  convince 200,
P4zxWqC_fCY68,14.32,14.45,  so develop the habit of satisfaction,No
,,,  develop the habit of realization develop,
,,,  the habit of giving,
,,,  self you have to give respect to,
,,,  yourself you should be always praising,
,,,  yourself you should always say that,
P4zxWqC_fCY69,14.47,14.58,  today i did something good this wa not,No
,,,  my,
,,,  strong point this wa my weakness this,
,,,  wa my gray area,
,,,  and today i wa able to overcome my gray,
,,,  area,
P4zxWqC_fCY70,14.59,15.1,  so keep these in your mind whenever you,No
,,,  are getting nervous,
,,,  the first thing that you should tell to,
,,,  yourself is i,
,,,  am going to do thing only for myself,
,,,  i 'm not going to judge others what are,
P4zxWqC_fCY71,15.13,15.23,  their opinion about me,No
,,,  i 'll be worried i 'll be thinking more,
,,,  about myself,
,,,  so the day you are going to say i 'm,
,,,  doing it just for myself you will see,
,,,  there will be a huge transformation in,
P4zxWqC_fCY72,15.26,15.37,  the level of confidence,No
,,,  the content will remain same your style,
,,,  of communication will remain same,
,,,  but if there is a shift in your,
,,,  confidence automatically,
,,,  you will be able to deliver the content,
P4zxWqC_fCY73,15.39,15.46,  in a better way,No
,,,  and you will also be able to communicate,
,,,  with the audience,
,,,  in a right way so keep these thing in,
,,,  your mind,
,,,  and also when you are interacting with,
P4zxWqC_fCY74,15.49,15.58,  others,No
,,,  always try to be a good mentor try to,
,,,  always,
,,,  hand hold others try to always encourage,
,,,  others,
,,,  instead of neck pulling instead of,
P4zxWqC_fCY75,15.59,16.1,  saying that oh you ca n't do,No
,,,  rather saying you ca n't do encourage the,
,,,  person by saying,
,,,  oh very good i liked your video,
,,,  uh you could not make a proper eye,
,,,  contact but,
P4zxWqC_fCY76,16.11,16.2,  if you really develop the eye contact,No
,,,  you will be a great speaker,
,,,  your content wa very good but you did,
,,,  not present it,
,,,  in a proper way your communication skill,
,,,  wa but no,
P4zxWqC_fCY77,16.22,16.32,  can you change it if you give a,No
,,,  constructive feedback to your friend if,
,,,  you share those constructive feedback,
,,,  with your friend,
,,,  certainly you are going to help each,
,,,  other and every one of you,
P4zxWqC_fCY78,16.34,16.46,  mark my word all the 90 student of,No
,,,  bb and bcaa section you all are going to,
,,,  do tremendously good,
,,,  the only thing is you people have never,
,,,  thought in that way,
,,,  you 're more worried about the comment,
P4zxWqC_fCY79,16.49,17.01,  that your friend are going to give,Structure
,,,  good bad why to worry about good and bad,
,,,  what about the thing which can help you,
,,,  to improve yourself,
,,,  so work out on constructed feedback,
,,,  always remember whenever we talk about,
P4zxWqC_fCY80,17.03,17.12,  presentation skill,No
,,,  feedback is very very important and what,
,,,  kind of feedback do we expect,
,,,  we expect the constructive feedback what,
,,,  do we understand by constructive,
,,,  feedback which will help,
P4zxWqC_fCY81,17.13,17.25,  u to know our plus and minus,No
,,,  if we know about our plus we will try to,
,,,  improvise it more,
,,,  if we if we have come to know about our,
,,,  negative or if we have come to know,
,,,  about miner,
P4zxWqC_fCY82,17.26,17.37,  what we can do we have to think about,No
,,,  the developmental,
,,,  plan to overcome the grey area,
,,,  of our communication so keep this in,
,,,  your mind getting rid of your,
,,,  nervousness is very,
P4zxWqC_fCY83,17.39,17.5,  easy by focusing only on,No
,,,  your own self you should know that you,
,,,  are living your life you are not living,
,,,  others like,
,,,  so develop that level of confidence that,
,,,  if i am communicating and communicating,
P4zxWqC_fCY84,17.53,18.02,  for myself,No
,,,  so that others can listen to me others,
,,,  can understand my viewpoint,
,,,  my opinion and they must get persuaded,
,,,  with my,
,,,  act so keep this in your mind so,
P4zxWqC_fCY85,18.04,18.13,  whenever we talk about the public,No
,,,  speaking,
,,,  that is generally talking to the people,
,,,  these day,
,,,  it is through online video chat so even,
,,,  when you are video chatting even when,
P4zxWqC_fCY86,18.15,18.25,  you are sharing your uh,No
,,,  information with the help of video you,
,,,  should always remember,
,,,  you can develop your reputation you can,
,,,  build up your respect,
,,,  when you work out on your skill you,
P4zxWqC_fCY87,18.27,18.35,  have to,No
,,,  increase the level of confidence when,
,,,  you value yourself,
,,,  you know that the opportunity that,
,,,  you 're going to,
,,,  gain are plethora that mean,
P4zxWqC_fCY88,18.4,18.56,  endless,Structure
,,,  technique if you have spoken on one,
,,,  topic,
,,,  there are n number of topic on which,
,,,  you can still develop yourself,
,,,  and you can work out so always remember,
P4zxWqC_fCY89,18.58,19.07,  good public speaking,No
,,,  skill can open door but if you are,
,,,  having poor,
,,,  public speaking skill it will only and,
,,,  only,
,,,  close your nose so keep this in your,
P4zxWqC_fCY90,19.09,19.19,  mind so if,No
,,,  if you really want to be a great manager,
,,,  if you really want to be a great,
,,,  techie guy you should work out on your,
,,,  communication skill,
,,,  you have to work out on your public,
P4zxWqC_fCY91,19.2,19.3,  speaking skill and when we say public,No
,,,  speaking skill,
,,,  they are nothing but the way you 're,
,,,  going to present your thought and idea,
,,,  in front of others so that they can get,
,,,  informed,
P4zxWqC_fCY92,19.31,19.43,  they can get persuaded and they can get,No
,,,  well educated,
,,,  so what should be your plan of action,
,,,  your plan of action should be,
,,,  to plan what you want to speak,
,,,  how much you want to speak from where,
P4zxWqC_fCY93,19.45,19.54,  are you going to gather the content,No
,,,  what are the source of gathering the,
,,,  content are you gathering the content,
,,,  from right source,
,,,  are you going to share the right,
,,,  information with others or not,
P4zxWqC_fCY94,19.56,20.08,  so planning is very very important so,No
,,,  based on your planning,
,,,  you have to practice you have to arrange,
,,,  the thought and idea in a logical way,
,,,  you need to engage your audience uh make,
,,,  them a part of your speech,
P4zxWqC_fCY95,20.11,20.21,  connect with them and when you 're,No
,,,  connecting with them,
,,,  that will always help to add on with,
,,,  your body language,
,,,  you can develop good eye contact you can,
,,,  always have that beautiful smile on your,
P4zxWqC_fCY96,20.23,20.32,  face to present that you are a confident,No
,,,  chap,
,,,  and you can present each and every,
,,,  information with great confidence,
,,,  be very positive and always think in a,
,,,  positive way that,
P4zxWqC_fCY97,20.33,20.42,  whatever you 're going to present that,Structure
,,,  will be,
,,,  helpful for the audience that will help,
,,,  them to,
,,,  learn more to educate themselves more,
,,,  and always,
P4zxWqC_fCY98,20.43,20.53,  remember in child nervousness a a,No
,,,  part of our,
,,,  physical future so for example if i talk,
,,,  about nervous,
,,,  yeah yes it is a common practice that we,
,,,  all will tend to become nervous,
P4zxWqC_fCY99,20.54,21.05,  we all will be nervous when we have to,No
,,,  present it for the first time,
,,,  in front of a huge gathering but we,
,,,  should not show our nervousness,
,,,  how can we overcome our nervous or how,
,,,  can we overcome our anxiety,
P4zxWqC_fCY100,21.07,21.18,  by connecting the audience how can you,No
,,,  connect with the audience,
,,,  by interacting with them get acquainted,
,,,  with the audience try to have a good,
,,,  congenial,
,,,  relationship with them create that,
P4zxWqC_fCY101,21.2,21.29,  congenial environment,No
,,,  wherein you can communicate with,
,,,  confidence,
,,,  do n't you do the same thing when you are,
,,,  coming and interacting for the first,
,,,  time with your new friend,
P4zxWqC_fCY102,21.3,21.43,  the first thing that you do is you ask,No
,,,  question what 's your name,
,,,  hi hello i am so and so and i,
,,,  am i have done my graduation or i have,
,,,  done my 12th from so and so school or,
,,,  college,
P4zxWqC_fCY103,21.44,21.53,  what about you can i come to know more,No
,,,  about you,
,,,  or sometimes we ask from which place you,
,,,  belong to,
,,,  or from where are you coming to the,
,,,  campus so there are different question,
P4zxWqC_fCY104,21.55,22.03,  why,Structure
,,,  why are you asking these question it is,
,,,  only to build up that relationship to,
,,,  get acquainted,
,,,  moment you get acquainted you develop,
,,,  the relationship the similar thing you,
P4zxWqC_fCY105,22.05,22.12,  have to do whenever you are giving the,No
,,,  presentation,
,,,  so the audience with whom or in front of,
,,,  whom you are going to give the,
,,,  presentation,
,,,  develop the relationship build up the,
P4zxWqC_fCY106,22.14,22.23,  acquaintance develop a good congenial,No
,,,  environment so that,
,,,  people can love listening to you people,
,,,  can say that yes,
,,,  whatever you 're going to say i 'm i 'm,
,,,  happy to listen to you,
P4zxWqC_fCY107,22.25,22.33,  so calming down nerve can happen only,No
,,,  when you have that positive attitude,
,,,  where you can work on on your body,
