SegmentId,StartTime,EndTime,Transcript,Topic
nan,nan,nan,I already have some kind of guarantee,Structure
nan,nan,nan,that if I now look at these two type of asset,No
nan,nan,nan,I will catch all the asset,Structure
nan,nan,nan,that are included in the company .,Structure
PgOD1j2DhNg237,21.59,22.01,Because this way now I have covered,No
nan,nan,nan,the whole balance sheet of the company .,No
PgOD1j2DhNg238,22.02,22.06,And I can be sure that I will have covered all,Structure
nan,nan,nan,the asset within these two group .,No
PgOD1j2DhNg239,22.08,22.13,So always use structure element,Structure
nan,nan,nan,avoid at all cost using clothesline,No
nan,nan,nan,because this is just completely unprofessional .,No
PgOD1j2DhNg240,22.14,22.17,This is probably one of the first point of feedback,Structure
nan,nan,nan,that you will get a a young consultant .,No
PgOD1j2DhNg241,22.19,22.21,If you created a page just using,No
nan,nan,nan,a list of bullet point like this .,Structure
PgOD1j2DhNg242,22.22,22.27,So this concludes my little list of tip and trick,Structure
nan,nan,nan,of element that you can use to,No
nan,nan,nan,improve your PowerPoint page a well .,No
PgOD1j2DhNg243,22.29,22.29,I hope you found this wa useful .,No
PgOD1j2DhNg244,22.31,22.35,If you have any question about that,No
nan,nan,nan,feel free to leave me a comment below,No
nan,nan,nan,in the comment section .,No
PgOD1j2DhNg245,22.36,22.47,I will answer every single comment,No
nan,nan,nan,and I also like to hear from you,No
nan,nan,nan,what are your little tip ?,No
nan,nan,nan,What are the thing that you 've frequently use,No
nan,nan,nan,to improve your presentation ?,No
nan,nan,nan,Let 's have a conversation here from which,No
nan,nan,nan,everybody can benefit .,Structure
PgOD1j2DhNg246,22.48,22.51,Again if you took any value out of this video at all,Structure
nan,nan,nan,please hit the like button for the YouTube algorithm .,No
PgOD1j2DhNg247,22.54,22.59,This would really help me and my channel to improve,No
nan,nan,nan,to grow and to tell the YouTube algorithm that this,Structure
nan,nan,nan,is a video worthwhile for other distributing .,Structure
PgOD1j2DhNg248,23.02,23.04,If you are a first time viewer to this channel,No
nan,nan,nan,thank you for your time and thank you for watching .,Structure
PgOD1j2DhNg249,23.05,23.05,Please hit the subscribe button you will stay up .,No
PgOD1j2DhNg250,23.08,23.08,If you want to see more content like this .,No
PgOD1j2DhNg251,23.1,23.12,And if you would like to make sure that you really see,No
nan,nan,nan,every single video I 've made .,No
PgOD1j2DhNg252,23.14,23.19,Also hit the notification bell because otherwise,No
nan,nan,nan,YouTube might not always inform you when,No
nan,nan,nan,I will release a new video .,No
PgOD1j2DhNg253,23.2,23.31,And also I would very much appreciate you to,No
nan,nan,nan,follow me on my Instagram channel @ firmlearning,No
nan,nan,nan,On my Instagram I will share new piece of content,No
nan,nan,nan,on how you can be successful,Structure
nan,nan,nan,in the first year of your career,Structure
nan,nan,nan,every single day .,No
PgOD1j2DhNg254,23.32,23.33,So thank you for watching,Structure
nan,nan,nan,I 'm Heinrich from Firm Learning .,No
PgOD1j2DhNg255,23.34,23.34,I really enjoyed making this video for you .,No
PgOD1j2DhNg256,23.36,23.36,I hope you took something out of it a well .,Structure
PgOD1j2DhNg257,23.38,23.38,Thanks again and have a good day and stay safe .,No
Hp7Id3Yb9XQ1,0,0.08,You 're probably tuning into this talk because you 're interested in improving your speaking skill and you know let 's face it none of u really have had a lot of explicit training,No
nan,nan,nan,in presentation a scientist . So ok we 're not expert . We may not be expert at public speaking,No
Hp7Id3Yb9XQ2,0.08,0.08,nan,No
Hp7Id3Yb9XQ3,0.08,0.16,but I would actually suggest to you that we are all expert at listening to talk . Think about the number of hour that each of u ha sat in a chair in a lecture room,No
Hp7Id3Yb9XQ4,0.16,0.33,in a seminar in an auditorium listened to journal club to all kind of talk,No
nan,nan,nan,we 've spent hour and hour and hour listening to talk . So we 're expert at knowing what a good talk is because we know what we want delivered a an audience member .,No
Hp7Id3Yb9XQ5,0.33,0.33,nan,No
Hp7Id3Yb9XQ6,0.44,0.44,So if you think about it why do we go to a talk ? Well we 're interested obviously in learning some about interesting and novel science .,No
Hp7Id3Yb9XQ7,0.52,0.58,We are going to listen to speaker who we think are credible and knowledgeable,Structure
nan,nan,nan,and doing novel work . We are responsive to speaker who are enthusiastic and who just keep u awake,No
Hp7Id3Yb9XQ8,0.58,1.23,and we want a talk that is well organized clear a talk that we can follow a talk that 's not laden down with jargon,Structure
nan,nan,nan,and a talk that give u enough background to understand what 's going on we want to be able to see the data understand it interpret it,Structure
nan,nan,nan,and then make our own decision about the science . So we 're all expert at listening to talk why ca n't we just translate what we know,No
Hp7Id3Yb9XQ9,1.23,1.31,we want a an audience member into how we give a talk a individual .,Structure
Hp7Id3Yb9XQ10,1.37,1.37,Let 's think about something ; how many time have we each seen a slide like this . We 've seen it a zillion time right we 're sitting there in a chair,No
Hp7Id3Yb9XQ11,1.37,1.46,listening to a seminar a slide like this come on . And we have no idea of what to look at .,No
Hp7Id3Yb9XQ12,1.46,1.46,nan,No
Hp7Id3Yb9XQ13,1.52,1.58,Are we supposed to read all of this text ? Are we supposed to look at this figure or that figure,No
nan,nan,nan,or that figure ? We 're overwhelmed visually and we 've all seen this slide a thousand time . Now I just want to make a quick disclaimer .,No
Hp7Id3Yb9XQ14,1.58,1.58,nan,No
Hp7Id3Yb9XQ15,2.05,2.12,This wa not my work and I 'm not suggesting for a second that the author of this really gorgeous paper,No
nan,nan,nan,would have shown a slide like that . But if I were giving a journal club on that topic I might have produced a slide like this for you,No
Hp7Id3Yb9XQ16,2.12,2.19,in trying to tell you about these data . So when we think about what we know instinctively is just a disaster why do we keep doing it,No
Hp7Id3Yb9XQ17,2.19,2.39,again and again and again ? I think that we need to know some basic rule about power point,No
nan,nan,nan,and how to structure a talk in order to enable these visuals to work effectively,Structure
nan,nan,nan,a we 're teaching a we 're speaking about our own science a we 're presenting journal club .,No
Hp7Id3Yb9XQ18,2.45,3,So what I 'm going to do is first of all go through some basic about power point and then we 're going to think about how you structure a talk,Structure
nan,nan,nan,in order to lead a member of the audience through the data in a way that they will understand each piece that you 're presenting and,No
nan,nan,nan,be able to really understand what the take message is . First of all what font should you use ?,No
Hp7Id3Yb9XQ19,3,3.06,It turn out that some of the default font in power point and keynote are exactly wrong . The font you should use is a Sans Serif font .,No
Hp7Id3Yb9XQ20,3.06,3.06,nan,No
Hp7Id3Yb9XQ21,3.14,3.2,What is a Sans Serif font ? San Serif font are font without little doober line,No
nan,nan,nan,and stuff at the bottom of letter . And that 's to be contrasted with Serif font which have all the little doober at the bottom of each letter .,No
Hp7Id3Yb9XQ22,3.2,3.2,nan,No
Hp7Id3Yb9XQ23,3.28,3.39,So why do you use one and not the other ? Well visual psychophysicist have discovered that using a Sans Serif font when you 're projecting text,No
nan,nan,nan,onto a screen like this make it easier for the audience to read the text quickly . These font down here the Serif font this is the font if you have novel you were going to read it in bed,No
Hp7Id3Yb9XQ24,3.39,3.5,it 's very easy to read . And that 's why book are printed with Serif font but you should choose and there are a range of choice that you can make,No
Hp7Id3Yb9XQ25,3.5,3.59,one of the Sans Serif font for your scientific presentation . How big should your font be ?,No
Hp7Id3Yb9XQ26,3.59,4.04,Again be careful of some of the default font size . One of the default in Power Point is astronomically huge,No
Hp7Id3Yb9XQ27,4.04,4.11,bigger than this one right here it 's like 42 . It 's way too big ! You do n't need that . So the range of font size that you should use are shown here .,No
Hp7Id3Yb9XQ28,4.11,4.11,nan,No
Hp7Id3Yb9XQ29,4.11,4.11,nan,No
Hp7Id3Yb9XQ30,4.19,4.19,Anywhere from 18 down to 36 with one exception . We often in our scientific presentation will want to insert a reference to a published paper,No
Hp7Id3Yb9XQ31,4.19,4.28,which is n't really the focus of the slide but we want to have it up there for scientific accuracy .,No
Hp7Id3Yb9XQ32,4.34,4.34,So under those circumstance you might use a 14 point font to put your reference at the bottom of the slide .,No
Hp7Id3Yb9XQ33,4.42,4.42,Other than that just work in this range and you 'll be good . Avoid using capital letter . This make it clear why .,No
Hp7Id3Yb9XQ34,4.42,4.42,nan,No
Hp7Id3Yb9XQ35,4.42,4.42,nan,No
Hp7Id3Yb9XQ36,4.49,4.49,It 's actually really hard to read all capitol . And secondly in this age of email I think we all know that capitalizing everything,No
Hp7Id3Yb9XQ37,4.49,4.57,is the visual equivalent of shouting at someone . So it 's just not polite . In addition when you 're thinking about title,No
Hp7Id3Yb9XQ38,4.57,4.57,nan,No
Hp7Id3Yb9XQ39,4.57,5.04,or how you would actually capitalize word use a sentence format . In other word do n't capitalize every word,No
Hp7Id3Yb9XQ40,5.04,5.11,of your title or your text down here . Having capital of every word slows down the eye and make it difficult to read .,No
Hp7Id3Yb9XQ41,5.11,5.11,nan,No
Hp7Id3Yb9XQ42,5.2,5.26,So remember the text and the slide is really there for the audience to be able to read quickly,No
nan,nan,nan,and easily . Color scheme are really important and thinking about the background of your slide .,No
Hp7Id3Yb9XQ43,5.26,5.26,nan,No
Hp7Id3Yb9XQ44,5.33,5.4,Now we 've all seen a lot of slide that have very fancy background and in fact,No
nan,nan,nan,you want the simplest possible background . For example a plain white background with dark letter,No
Hp7Id3Yb9XQ45,5.4,5.45,either black or blue . That work very well ; it 's high in contrast,No
Hp7Id3Yb9XQ46,5.45,5.51,and the only thing that appears on the slide is the information that your audience need to understand this slide in the context of your talk .,No
Hp7Id3Yb9XQ47,5.59,5.59,Avoid using the fancy patterned background .,No
Hp7Id3Yb9XQ48,6.05,6.05,You do n't need your company or university logo on every slide . You do not need a DNA double helix,No
Hp7Id3Yb9XQ49,6.05,6.11,running down every slide . All of that is extraneous . Maybe it might appear on your first slide but then get rid of it .,No
Hp7Id3Yb9XQ50,6.11,6.11,nan,No
Hp7Id3Yb9XQ51,6.11,6.11,nan,No
Hp7Id3Yb9XQ52,6.18,6.18,Streamline it down to a simple a possible and think about the contrast of letter .,No
Hp7Id3Yb9XQ53,6.24,6.24,So dark against light work really well light against dark work very well . A black background with white letter,No
Hp7Id3Yb9XQ54,6.24,6.3,or bright yellow . Again high contrast easy for the audience to read . When should you use which ? Well if you were to give a talk,No
Hp7Id3Yb9XQ55,6.3,6.3,nan,No
Hp7Id3Yb9XQ56,6.3,6.49,for example at a very large symposium with hundred of people a very big room psycophysically and in term of the projector,No
nan,nan,nan,the contrast is greatest if you use a dark background and light letter under that context .,No
Hp7Id3Yb9XQ57,6.55,6.55,So it 's easier to project at high contrast . If you 're teaching in a small room or you 're in a circumstance where you 're worried about people staying awake,No
Hp7Id3Yb9XQ58,6.55,7.07,then I would use a white background with dark letter . That is actually more effective .,No
Hp7Id3Yb9XQ59,7.07,7.07,nan,No
Hp7Id3Yb9XQ60,7.13,7.13,However you do want to think about your science . For example in my science I use a lot of fluorescence photomicrograph where I actually prefer a dark background,No
Hp7Id3Yb9XQ61,7.13,7.25,because the contrast I want people to be dark adapted so they can really see my data .,No
Hp7Id3Yb9XQ62,7.3,7.3,So in one of my scientific seminar regardless of whether I 'm in a small room or a big room I use a black background .,No
Hp7Id3Yb9XQ63,7.36,7.36,It just work better for my science . There are certain color combination that you should avoid . Red/green is bad :,No
Hp7Id3Yb9XQ64,7.36,7.36,nan,No
Hp7Id3Yb9XQ65,7.36,7.44,this is incredibly difficult to look at . In addition a large fraction of the population is red color blind,No
Hp7Id3Yb9XQ66,7.44,7.51,and finally red is really angry color . I actually saw an entire seminar once with the background color of the slide that wa red and,No
Hp7Id3Yb9XQ67,7.51,8.01,I wa so agitated by ten minute into the talk so avoid that . Other color combination can be equally bad,No
Hp7Id3Yb9XQ68,8.01,8.16,and this is bad not because the color are unpleasant but because the contrast here is not big enough,No
nan,nan,nan,for an audience member to actually read the letter against this background . This is important because in science we 're often,No
Hp7Id3Yb9XQ69,8.16,8.3,creating for example these cartoon of for example of a signal transduction pathway,No
