SegmentId,StartTime,EndTime,Transcript,,,,,,,
,,,re all kind of page .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg187,16.24,16.24,Problems like that you can frequently use with the bubble .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg188,16.27,16.36,And this is why there is a magic saying in consulting,,,,,,,
,,,and this go like  If in trouble use a bubble ! '',,,,,,,
,,,So if you are struggling with something,,,,,,,
,,,something just is n't right .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg189,16.38,16.43,You just need to use this statement,End,StructureComponent,,,Structure,,
,,,just need to make some correction,,,,,,,
,,,in the end if you 're in trouble,,,,,,,
,,,most of the problem you can just use with a bubble .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg190,16.46,16.46,Just stating the specific thing that you want to change .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg191,16.49,16.51,Now some other frequently used element,,,,,,,
,,,are circle with number .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg192,16.54,17.03,This again is something that I very frequently,,,,,,,
,,,see in consulting presentation,,,,,,,
,,,but I rarely see line of circle with number like that in,,,,,,,
,,,presentation that are being done by non people .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg193,17.05,17.05,So how do you use these thing .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg194,17.08,17.11,So you can use these kind of number circle whenever,,,,,,,
,,,you want to include another layer of data .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg195,17.14,17.16,Another dimension of number,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,which is not directly part of the chart .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg196,17.19,17.19,So let 's look at this stylized chart .,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,,,,,,,,
PgOD1j2DhNg197,17.21,17.22,So what do we see here ?,Figure,Illustration,VisualAidArtefact,,VisualAid,,
,,,So these are the revenue figure of a business .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg198,17.24,17.26,But not the absolute figure,Figure,Illustration,VisualAidArtefact,,VisualAid,,
,,,but the difference to the previous year .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg199,17.29,17.33,So we look into these calendar week,,,,,,,
,,,and we look into how the business performed,,,,,,,
,,,against the previous year .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg200,17.34,17.41,So here so this would mean that in the calendar,,,,,,,
,,,week seven of the year,,,,,,,
,,,the business had revenue that were by a 100 million higher,,,,,,,
,,,than in the previous year .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg201,17.43,17.46,You have 200 million higher 250 million higher,,,,,,,
,,,here a 100 million le and so on .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg202,17.49,17.55,Of course in this context if you look at this,Context,OpeningComponent,StructureComponent,,Structure,,
,,,it would be interesting and important to u,,,,,,,
,,,to include what the absolute amount,,,,,,,
,,,what the revenue wa in the current year 2020 .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg203,17.58,18.04,In situation like that where you just want to include a,Information,BodyComponent,StructureComponent,,Structure,,
,,,a second point of data second point of information,,,,,,,
,,,circle of number like that are just very commonly used .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg204,18.08,18.18,So here you would now include information,Information,BodyComponent,StructureComponent,,Structure,,
,,,that in the calendar week seven,,,,,,,
,,,you make now the revenue of 900 million,,,,,,,
,,,and this wa 100 million more,,,,,,,
,,,than you made in the previous year .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg205,18.2,18.27,Then regarding the legend what you do is,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,the main legend that you state in the chart title,Title,Text,VisualAidArtefact,,VisualAid,,
,,,the main legend always refers to the,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,number in the main chart .,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg206,18.29,18.32,And for the circle you can include a sub,,,,,,,
,,,then explain what is shown and depicted in these circle .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg207,18.36,18.39,And if you 're interested to learn more about how to set up,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,consulting style chart like that .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg208,18.41,18.46,I created a whole other video just discussing,Video,Film,MovingImage,Illustration,VisualAid,,
,,,how you should set up the chart title,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,then also the subtitle and thing like that .,Title,Text,VisualAidArtefact,,VisualAid,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg209,18.48,18.56,So if you have n't seen that yet,,,,,,,
,,,I believe this is also highly relevant,,,,,,,
,,,and something that you need to know,,,,,,,
,,,if you work in consulting,,,,,,,
,,,or want to create presentation that meet the,,,,,,,
,,,standard of consulting firm .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg210,18.58,19,I will leave it above here for you,,,,,,,
,,,check it out if you 'd like to see it a well .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg211,19.02,19.05,Next concept I would like to talk about is also a,,,,,,,
,,,very very important one .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg212,19.07,19.07,And it 's the concept of clothesline .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg213,19.09,19.09,More specifically of avoiding clothesline .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg214,19.13,19.25,So what do we call clothesline in consulting ?,List,Text,VisualAidArtefact,,VisualAid,,
,,,Clotheslines are referred to a just long list of thing,Context,OpeningComponent,StructureComponent,,Structure,,
,,,and specifically in the context,PowerPoint,Slide,VisualAidArtefact,,VisualAid,,
,,,of creating PowerPoint presentation,,,,,,,
,,,just long list of bullet .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg215,19.27,19.36,So what you will always never see in,List,Text,VisualAidArtefact,,VisualAid,,
,,,consulting style presentation,,,,,,,
,,,is just the list of bullet like that,,,,,,,
,,,where you just randomly list all kind of thought,,,,,,,
,,,or other explanation that you want to .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg216,19.38,19.45,So why is this bad ?,List,Text,VisualAidArtefact,,VisualAid,,
,,,So if you just use a list of thought like this,,,,,,,
,,,what you 're missing what you 're not showing,,,,,,,
,,,what you 're not doing is giving it some kind of structure .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg217,19.49,19.5,If you present thing like that,,,,,,,
,,,it look completely random .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg218,19.53,20,The person looking at it,,,,,,,
,,,can have no trust at all that actually the thing,,,,,,,
,,,that are mentioned here are complete,,,,,,,
,,,that all the relevant aspect,,,,,,,
,,,have been discussed and addressed by you .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg219,20.02,20.04,But it just seems like a completely random,List,Text,VisualAidArtefact,,VisualAid,,
,,,unstructured list of point .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg220,20.07,20.09,In such an unstructured list of point,List,Text,VisualAidArtefact,,VisualAid,,
,,,is what you would call a clothesline .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg221,20.11,20.11,And you want to avoid clothesline .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg222,20.13,20.19,So what is now used in consulting to avoid,,,,,Structure,,
,,,clothesline like that ?,,,,,,,
,,,And very frequently,,,,,,,
,,,what you do is to use structure element .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg223,20.21,20.27,So here again just in the illustrative page,,,,,,,
,,,this could be out of for instance an M & A transaction,,,,,,,
,,,a merger 's and acquisition transaction .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg224,20.28,20.28,Where one company aim to buy another company .,Aim,ContentIntroduction,OpeningComponent,StructureComponent,Structure,,
,,,,,,,,,,
PgOD1j2DhNg225,20.31,20.4,Another company is showing how the purchasing price,,,,,,,
,,,that they want to offer for a company split down,,,,,,,
,,,to the different asset that the company ha,,,,,,,
,,,and that the company is selling .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg226,20.42,20.45,Here again this is now,Chart,Figure,Illustration,VisualAidArtefact,VisualAid,,
,,,another frequent use of a waterfall chart,,,,,,,
,,,that you now have the total purchasing price .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg227,20.47,20.51,Now you show how this break down into the different,,,,,,,
,,,subelements of the company .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg228,20.53,20.55,Now here you have the different asset that the company,,,,,,,
,,,ha to offer u so here property plant and equipment .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg229,20.58,21.02,Then of course there could be a whole lot of other,,,,,,,
,,,asset that the company offer,,,,,,,
,,,for instance inventory and so on .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg230,21.04,21.07,Now a clothesline would be just to state all these asset,List,Text,VisualAidArtefact,,VisualAid,,
,,,just in a random list of bullet .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg231,21.09,21.11,Now to avoid clothesline,,,,,Structure,,
,,,what you often use is structure element .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg232,21.14,21.23,So what you try is to define bucket,BulletPoint,Text,VisualAidArtefact,,VisualAid,,
,,,to define group of element,,,,,,,
,,,then you can use to organize the different subelements,,,,,,,
,,,that are from bullet point that you have .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg233,21.25,21.33,Now here just a simple example is to use gray bar,,,,,,,
,,,that you include in front of the element,,,,,,,
,,,then the company you will often distinguish the,,,,,,,
,,,fixed asset from the current asset .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg234,21.36,21.39,This is now a structure that I defined,,,,,Structure,,
,,,in that in this structure,,,,,Structure,,
,,,now I can use a different bullet point .,BulletPoint,Text,VisualAidArtefact,,VisualAid,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg235,21.42,21.44,And I hope you now understand that this is superior,,,,,,,
,,,to other way of structuring the point .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg236,21.45,21.56,Because now by having to use the structure,,,,,Structure,,
,,,fixed asset and current asset,,,,,,,
,,,I already have some kind of guarantee,,,,,,,
,,,that if I now look at these two type of asset,,,,,,,
,,,I will catch all the asset,,,,,,,
,,,that are included in the company .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg237,21.59,22.01,Because this way now I have covered,,,,,,,
,,,the whole balance sheet of the company .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg238,22.02,22.06,And I can be sure that I will have covered all,,,,,,,
,,,the asset within these two group .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg239,22.08,22.13,So always use structure element,,,,,Structure,,
,,,avoid at all cost using clothesline,,,,,,,
,,,because this is just completely unprofessional .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg240,22.14,22.17,This is probably one of the first point of feedback,Feedback,AudienceDesire,Audience,,Delivery,,
,,,that you will get a a young consultant .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg241,22.19,22.21,If you created a page just using,List,Text,VisualAidArtefact,,VisualAid,,
,,,a list of bullet point like this .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg242,22.22,22.27,So this concludes my little list of tip and trick,List,Text,VisualAidArtefact,,VisualAid,,
,,,of element that you can use to,,,,,,,
,,,improve your PowerPoint page a well .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg243,22.29,22.29,I hope you found this wa useful .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg244,22.31,22.35,If you have any question about that,Section,BodyComponent,StructureComponent,,Structure,,
,,,feel free to leave me a comment below,,,,,,,
,,,in the comment section .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg245,22.36,22.47,I will answer every single comment,,,,,,,
,,,and I also like to hear from you,,,,,,,
,,,what are your little tip ?,,,,,,,
,,,What are the thing that you 've frequently use,,,,,,,
,,,to improve your presentation ?,,,,,,,
,,,Let 's have a conversation here from which,,,,,,,
,,,everybody can benefit .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg246,22.48,22.51,Again if you took any value out of this video at all,Video,Film,MovingImage,Illustration,VisualAid,,
,,,please hit the like button for the YouTube algorithm .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg247,22.54,22.59,This would really help me and my channel to improve,Video,Film,MovingImage,Illustration,VisualAid,,
,,,to grow and to tell the YouTube algorithm that this,,,,,,,
,,,is a video worthwhile for other distributing .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg248,23.02,23.04,If you are a first time viewer to this channel,,,,,,,
,,,thank you for your time and thank you for watching .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg249,23.05,23.05,Please hit the subscribe button you will stay up .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg250,23.08,23.08,If you want to see more content like this .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg251,23.1,23.12,And if you would like to make sure that you really see,Video,Film,MovingImage,Illustration,VisualAid,,
,,,every single video I 've made .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg252,23.14,23.19,Also hit the notification bell because otherwise,Video,Film,MovingImage,Illustration,VisualAid,,
,,,YouTube might not always inform you when,,,,,,,
,,,I will release a new video .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg253,23.2,23.31,And also I would very much appreciate you to,,,,,,,
,,,follow me on my Instagram channel @ firmlearning,,,,,,,
,,,On my Instagram I will share new piece of content,,,,,,,
,,,on how you can be successful,,,,,,,
,,,in the first year of your career,,,,,,,
,,,every single day .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg254,23.32,23.33,So thank you for watching,,,,,,,
,,,I 'm Heinrich from Firm Learning .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg255,23.34,23.34,I really enjoyed making this video for you .,Video,Film,MovingImage,Illustration,VisualAid,,
,,,,,,,,,,
PgOD1j2DhNg256,23.36,23.36,I hope you took something out of it a well .,,,,,,,
,,,,,,,,,,
PgOD1j2DhNg257,23.38,23.38,Thanks again and have a good day and stay safe .,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ1,0,0.08,You 're probably tuning into this talk because you 're interested in improving your speaking skill and you know let 's face it none of u really have had a lot of explicit training,,,,,,,
,,,in presentation a scientist . So ok we 're not expert . We may not be expert at public speaking,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ2,0.08,0.08,nan,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ3,0.08,0.16,but I would actually suggest to you that we are all expert at listening to talk . Think about the number of hour that each of u ha sat in a chair in a lecture room,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ4,0.16,0.33,in a seminar in an auditorium listened to journal club to all kind of talk,Audience,,,,Delivery,,
,,,we 've spent hour and hour and hour listening to talk . So we 're expert at knowing what a good talk is because we know what we want delivered a an audience member .,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ5,0.33,0.33,nan,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ6,0.44,0.44,So if you think about it why do we go to a talk ? Well we 're interested obviously in learning some about interesting and novel science .,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ7,0.52,0.58,We are going to listen to speaker who we think are credible and knowledgeable,,,,,,,
,,,and doing novel work . We are responsive to speaker who are enthusiastic and who just keep u awake,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ8,0.58,1.23,and we want a talk that is well organized clear a talk that we can follow a talk that 's not laden down with jargon,,,,,,,
,,,and a talk that give u enough background to understand what 's going on we want to be able to see the data understand it interpret it,,,,,,,
,,,and then make our own decision about the science . So we 're all expert at listening to talk why ca n't we just translate what we know,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ9,1.23,1.31,we want a an audience member into how we give a talk a individual .,Audience,,,,Delivery,,
,,,,,,,,,,
Hp7Id3Yb9XQ10,1.37,1.37,Let 's think about something ; how many time have we each seen a slide like this . We 've seen it a zillion time right we 're sitting there in a chair,Slide,VisualAidArtefact,,,VisualAid,,
,,,,,,,,,,
Hp7Id3Yb9XQ11,1.37,1.46,listening to a seminar a slide like this come on . And we have no idea of what to look at .,Slide,VisualAidArtefact,,,VisualAid,,
,,,,,,,,,,
Hp7Id3Yb9XQ12,1.46,1.46,nan,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ13,1.52,1.58,Are we supposed to read all of this text ? Are we supposed to look at this figure or that figure,Text,VisualAidArtefact,,,VisualAid,,
,,,or that figure ? We 're overwhelmed visually and we 've all seen this slide a thousand time . Now I just want to make a quick disclaimer .,Figure,Illustration,VisualAidArtefact,,VisualAid,,
,,,,Figure,Illustration,VisualAidArtefact,,VisualAid,,
,,,,Figure,Illustration,VisualAidArtefact,,VisualAid,,
,,,,Slide,VisualAidArtefact,,,VisualAid,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ14,1.58,1.58,nan,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ15,2.05,2.12,This wa not my work and I 'm not suggesting for a second that the author of this really gorgeous paper,Slide,VisualAidArtefact,,,VisualAid,,
,,,would have shown a slide like that . But if I were giving a journal club on that topic I might have produced a slide like this for you,Topic,BodyComponent,StructureComponent,,Structure,,
,,,,Slide,VisualAidArtefact,,,VisualAid,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ16,2.12,2.19,in trying to tell you about these data . So when we think about what we know instinctively is just a disaster why do we keep doing it,,,,,,,
,,,,,,,,,,
Hp7Id3Yb9XQ17,2.19,2.39,again and again and again ? I think that we need to know some basic rule about power point,PowerPoint,Slide,VisualAidArtefact,,VisualAid,,
