SegmentId,StartTime,EndTime,Transcript
Hp7Id3Yb9XQ58,6.55,7.07,then I would use a white background with dark letter . That is actually more effective .
Hp7Id3Yb9XQ59,7.07,7.07,
Hp7Id3Yb9XQ60,7.13,7.13,However you do want to think about your science . For example in my science I use a lot of fluorescence photomicrograph where I actually prefer a dark background
Hp7Id3Yb9XQ61,7.13,7.25,because the contrast I want people to be dark adapted so they can really see my data .
Hp7Id3Yb9XQ62,7.3,7.3,So in one of my scientific seminar regardless of whether I 'm in a small room or a big room I use a black background .
Hp7Id3Yb9XQ63,7.36,7.36,It just work better for my science . There are certain color combination that you should avoid . Red/green is bad :
Hp7Id3Yb9XQ64,7.36,7.36,
Hp7Id3Yb9XQ65,7.36,7.44,this is incredibly difficult to look at . In addition a large fraction of the population is red color blind
Hp7Id3Yb9XQ66,7.44,7.51,and finally red is really angry color . I actually saw an entire seminar once with the background color of the slide that wa red and
Hp7Id3Yb9XQ67,7.51,8.01,I wa so agitated by ten minute into the talk so avoid that . Other color combination can be equally bad
Hp7Id3Yb9XQ68,8.01,8.16,and this is bad not because the color are unpleasant but because the contrast here is not big enough
,,,for an audience member to actually read the letter against this background . This is important because in science we 're often
Hp7Id3Yb9XQ69,8.16,8.3,creating for example these cartoon of for example of a signal transduction pathway
,,,where you want each protein to be a different color . So we 're always looking for a new color for a new protein a we 're going through
Hp7Id3Yb9XQ70,8.3,8.43,a flow of talk but we want to make sure that each protein that might in fact be this blue color
,,,would then have a label on top of it that 's high contrast . For example for this it might be black instead of green .
Hp7Id3Yb9XQ71,8.43,8.43,
Hp7Id3Yb9XQ72,8.49,8.49,Let 's think now about how to lay out a slide visually in Power Point so that it 's really easy for an audience member to follow the content of your talk .
Hp7Id3Yb9XQ73,8.59,9.08,First of all I strongly recommend that every slide a heading at the top and the best heading is actually a statement a simple sentence
,,,that say in plain english what the bottom line of the slide is . Now you might say Sue excuse me this is not a statement and you 're right
Hp7Id3Yb9XQ74,9.08,9.22,ok busted this is really going through an outline for this particular talk but in my science talk
,,,every slide is headed by a statement . If you 're going to include text in a slide it 's very important to just limit the amount of text .
Hp7Id3Yb9XQ75,9.22,9.22,
Hp7Id3Yb9XQ76,9.32,9.38,I really strongly urge you to use no more than two line of text
,,,in a text block . Why is that ? The minute you show a big block of text like this I have lost you a an audience member .
Hp7Id3Yb9XQ77,9.38,9.38,
Hp7Id3Yb9XQ78,9.45,9.45,You do n't know at this point whether you should be reading all of this stuff or listening to me .
Hp7Id3Yb9XQ79,9.51,9.56,And if you a an audience member are now distracted and confused about what you should be doing
,,,I a a speaker have lost control of my talk . So do n't use thing like this there 's one exception there might be a wonderful quotation that you want to include in your talk .
Hp7Id3Yb9XQ80,9.56,9.56,
Hp7Id3Yb9XQ81,10.07,10.15,For example a quote from The Double Helix or a quote from the beautiful writing of Ramon y Cajal
,,,if you 're a neurobiologist . And under those circumstance it 's great to include the full text . What I recommend you do if you do include a quotation is rather than read it word by word
Hp7Id3Yb9XQ82,10.15,10.15,
Hp7Id3Yb9XQ83,10.15,10.25,instead sort of paraphrase it a you 're going along . You might say well the reason for limiting block of text to just two line is
Hp7Id3Yb9XQ84,10.25,10.32,if it go on forever people in the audience are going to have to make this huge effort to read it and that will preclude them from paying attention to what you 're saying .
Hp7Id3Yb9XQ85,10.4,10.4,So you can paraphrase a quote that 's very effective unless it is very poetic and you want to do a dramatic reading and that 's fine too .
Hp7Id3Yb9XQ86,10.47,10.47,Lists should be short ; try to limit your list to just three item .
Hp7Id3Yb9XQ87,10.54,11.02,Avoid like mad long list and if you 're going to have a list I strongly recommend that you use the animation feature in PowerPoint
,,,to unveil your list one at a time . So when you 're talking about item one in your talk
Hp7Id3Yb9XQ88,11.02,11.07,that will appear . And only when you 're ready to talk about item two
Hp7Id3Yb9XQ89,11.07,11.12,doe that second item appear and likewise when you 're ready to include item three that will come up a well .
Hp7Id3Yb9XQ90,11.18,11.18,Be very generous in a slide with empty space . It 's more effective it 's more powerful for the audience .
Hp7Id3Yb9XQ91,11.18,11.18,
Hp7Id3Yb9XQ92,11.26,11.26,And this is why . If you start to just load your slide with stuff it 's visually overwhelming and often you can get into a situation
Hp7Id3Yb9XQ93,11.26,11.41,we 've all been in seminar before where something is very very very close to the edge of the slide
,,,and there 's a slight misalignment between the projector and the screen that then result in stuff getting cut off .
Hp7Id3Yb9XQ94,11.49,11.49,And we 've all been at talk where someone say `` oh I 'm sorry If you could have seen the slide then you would have been able to read it . ''
Hp7Id3Yb9XQ95,11.49,11.55,Well just leaving some space at the different edge the boundary of the slide and do n't forget about leaving some space at the bottom .
Hp7Id3Yb9XQ96,12.03,12.11,If you 're in a room where everyone is sitting at the same level people in the back are trying to see over one another 's head
,,,so if you 're stuff is too close to bottom some people in the back ca n't see it . So leave space on all three side and a little space at the top again for the misalignment problem .
Hp7Id3Yb9XQ97,12.11,12.11,
Hp7Id3Yb9XQ98,12.19,12.19,Ok let 's think about the style of these slide . I urge you
Hp7Id3Yb9XQ99,12.19,12.31,most wholeheartedly to include a simple image
,,,on every slide . What most slide ? No every slide . In every slide of one of my scientific presentation there is an image .
Hp7Id3Yb9XQ100,12.31,12.31,
Hp7Id3Yb9XQ101,12.31,12.31,
Hp7Id3Yb9XQ102,12.4,12.4,Why is that ? Here 's the deal . We audience member who are listening to a talk take in and process information
Hp7Id3Yb9XQ103,12.4,12.48,in quite different way from one another . Some of u are reader and that 's the reason for having a sentence at the top of each slide .
Hp7Id3Yb9XQ104,12.48,12.48,
Hp7Id3Yb9XQ105,12.57,12.57,Some of u are going to take in information by reading . Others of u are very visual . If we have an image on the slide
Hp7Id3Yb9XQ106,12.57,12.57,
Hp7Id3Yb9XQ107,12.57,13.04,then that appeal to the vision we 're primate we 're very visually oriented so we communicate through picture .
Hp7Id3Yb9XQ108,13.1,13.1,And the third way we talk in information is by listening . The ideal the perfect power point slide represents an absolutely
Hp7Id3Yb9XQ109,13.1,13.2,synchronous match between a simple statement at the top a simple visual and what you a a speaker are saying .
Hp7Id3Yb9XQ110,13.3,13.3,So that the same content is being delivered through all three channel at the same time without any distraction .
Hp7Id3Yb9XQ111,13.38,13.44,Make your slide simple limit the number of stuff you included in each slide
,,,and just make one or two point from each slide . Now we 've all heard this rule maybe most of u have heard a rule
Hp7Id3Yb9XQ112,13.44,13.58,how many slide should you show in a particular scientific presentation ? And the rule that I learned and the rule that perhaps you learned a well
,,,the rule is you show one slide per minute . So if you 're giving a twenty minute talk
Hp7Id3Yb9XQ113,13.58,14.03,you show twenty slide . I would argue now that that might have been true when slide were actually on film
Hp7Id3Yb9XQ114,14.03,14.12,and difficult to manipulate and there wa no such thing a animation . Now that we have tool like PowerPoint and Keynote
Hp7Id3Yb9XQ115,14.12,14.24,that enable u to build content progressively in slide and to have thing that are simple
,,,simple point that we can easily change from talk to talk that rule doe n't really hold anymore .
Hp7Id3Yb9XQ116,14.31,14.31,And I do n't think there is a firm rule I think it really depends on the amount of information that you 're delivering in a talk .
Hp7Id3Yb9XQ117,14.37,14.48,So make your slide simple do n't worry about this one slide per minute rule and rather get feedback from a you practice a talk
,,,get feedback from your colleague about whether you 're overwhelming people with too much data and number of slide .
Hp7Id3Yb9XQ118,14.54,14.54,If your slide are simple you can show more than one per minute . We have all seen talk where a slide like this come up
Hp7Id3Yb9XQ119,14.54,15.08,and what doe the speaker do ? The speaker doe this the speaker say `` I know this slide is really busy but the only thing I really want you to look at
,,,is this set of data right here '' . We 've been there right ? I 've been there you 've been there .
Hp7Id3Yb9XQ120,15.08,15.08,
Hp7Id3Yb9XQ121,15.14,15.2,What ha the speaker just told you ? The speaker 's just said I 'm too lazy to have created a slide
,,,that is actually tailored for what I want to show you . And we a audience member are looking at all of this stuff
Hp7Id3Yb9XQ122,15.2,15.46,we even if we 're told to look at this I mean how many of u behave ? I personally I 'm looking this and I 'm wondering about that
,,,so the speaker ha not only shown a little bit of disrespect and laziness to u in my opinion
,,,but in addition the speaker ha lost u a audience member because we 're now wandering around the slide
,,,and wondering we 're having our own thought . So if you 're going to show a slide like this simply take the data that
Hp7Id3Yb9XQ123,15.46,15.53,you want to show eliminate everything else and put that up . And then explain the data completely .
Hp7Id3Yb9XQ124,15.53,15.53,
Hp7Id3Yb9XQ125,16.01,16.01,Explain to the audience what the ax are what each color is and remember that this is the very first time that anyone in the audience ha seen this particular graph .
Hp7Id3Yb9XQ126,16.12,16.12,You 've seen it a thousand time you get it intuitively like that but they wo n't . So just show the data that you want to explain
Hp7Id3Yb9XQ127,16.12,16.19,and explain the data that you show . In other word here 's the simple rule : if you 're not going to take the time to explain it get rid of it completely .
Hp7Id3Yb9XQ128,16.19,16.19,
Hp7Id3Yb9XQ129,16.28,16.28,It doe n't belong there . I want to show you an example of a figure that I used to show in one of my scientific presentation .
Hp7Id3Yb9XQ130,16.28,16.28,
Hp7Id3Yb9XQ131,16.35,16.35,And it 's a brain and it 's got some protein and it show the distribution of those protein in the brain .
Hp7Id3Yb9XQ132,16.41,16.41,It 's a pretty simple figure the content doe n't matter to u . But I want to show you what this figure looked like before I put it into the talk in this format .
