SegmentId,Start,End,Transcript,Focus Concepts,,,,,,,,Focus Topics
O5DOre3MFlw55,21.55,22.12,Here is where we have where we 're it actually beat Pauland connects with him .And it it 's a fabric that literally twistaround the neck and make an airtight seal .Yes it doe .I can tell you 're a very optimistic guy .I love that about you .,,,,,,,,,
O5DOre3MFlw56,22.13,22.38,But wa there ever a point where you were likeThis is n't fair . I 'm so angry I 've been dealt this hand .laughI never thought about it being fair or not fair .I took it likeWow thank God picked me outto do this .,,,,,,,,,
O5DOre3MFlw57,22.4,22.54,The fact that you survived ?Yeah !These tilt the belt the bed side to side .So they control how he 's laying in the bedfor comfort .These these here this is the main portal .So if we need to pull him out of it,,,,,,,,,
O5DOre3MFlw58,22.57,23.18,we pull these up and this whole bed slide out .These are if we need to fix his blanketor adjust something it 'sit 's port hole that have arm with neoprenethat creates a seal that you can put your arm in thereand it doe n't doe n't lose so much air pressure .And then this is the pressure gauge .,,,,,,,,,
O5DOre3MFlw59,23.23,23.39,And what you 'll notice is it 's negative pressurewhich is what we want .So it 's when it 's at zeroit 's just like being in out in the normal worldbut when the when the diaphragm movewhat it doe is it pull negative pressure in thereso it creates a vacuum up to 40 psi .,,,,,,,,,
O5DOre3MFlw60,23.42,24.05,We are human being too .We feel and reactand love and hate just like everybody .The problem is we got something brokenthat doe n't work like everybody .But that doe n't deny uthe fact that we live on this planet,,,,,,,,,
O5DOre3MFlw61,24.09,24.26,and want to operate in a day to dayenvironment .Just like you do .Daniel This is the worm gear .And what it doe isis it transfer the energy from the motorto a circular motion that then connects to,,,,,,,,,
O5DOre3MFlw62,24.32,24.52,this bar and that actual connection back there is ais a shifter of a Model TFord Model T that wa that the shifter for it .And that 's what they used toto actually make the connection there .Cause that wa a spare part that they could get ahold ofcause they were in a desperate need to get part fast .,,,,,,,,,
O5DOre3MFlw63,24.55,25.17,Interviewer Do you have any movement of your body ?No I have no movement .I ca n't do anything .So I need complete care .This is my baby . That 's what I call her .I call her my baby because she took care of mefor over,,,,,,,,,
O5DOre3MFlw64,25.23,25.42,20 to 30 year .And I took care of her .So she 's my baby and I love her to death .She 's off serving God right now butShe never left my side .Interviewer Who is this ?That 's Mr. Moses .,,,,,,,,,
O5DOre3MFlw65,25.45,25.56,Yeah .Interviewer Moses what is your roleHe 's my main caregiver .I Okay .I am a caregiver to Mr. Paul Alexander .I have been with him for about 2 3 year now .So he ha been a very nice man .,Caregiver,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw66,26.01,26.21,She wa an amazing lady .She is an amazing lady .And she wa a gift from God .I know that for sure .I clean him up Iget him comfortable in his position .I shave him .,,,,,,,,,
O5DOre3MFlw67,26.23,26.41,I make his meal . I do all of his caregiving .Interviewer Paul right above you there 's a mirror .Paul What ?Interviewer Right above you there 's a mirror .Explain to me the function of this mirror .Paul Oh I can see Daniel through it .I can see the front door through it .,,,,,,,,,
O5DOre3MFlw68,26.44,27.04,If somebody come to that front door and they knockI 'll say Come in .And they they 'll open the door and I 'll sayNevermind go away .laughNo I 'm kidding but I cansee what 's behind me kind of .,,,,,,,,,
O5DOre3MFlw69,27.06,27.28,Interviewer What did you think whenyou met Paul and saw the iron lung ?Oh at first really I wa Oh wow .Can someone live in such aencapsulated thing like this for a long time ?You know so I wa a little bit scared at first .but I got used to him yeah .,Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
O5DOre3MFlw70,27.33,27.5,They 'll say How did you do it ?How did you live in that thing ?How do you ..How do you not go crazy ?And I try to answer themto give them a clue .Polio is very painful .,,,,,,,,,
O5DOre3MFlw71,27.53,28.18,It wa very destructive .And ifif you do n't fight likeyou 've never fought before it will win .It wa not fun . But God 's saw fit toSay Paul wait a minute . You 're not ready yet .And we 're not ready for you .,,,,,,,,,
O5DOre3MFlw72,28.22,28.22,So get back to work .,,,,,,,,,
bqkquNb5Z8A1,0.03,0.18,Tara You do what you have to do to stay alive .car door slam engine revMy pump wa popping outta my body every four day .I wa on 24 hour pain killer .To make this drive down hereto hopefully get transplantedwa the only choice for me .,Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
bqkquNb5Z8A2,0.21,0.41,It wa this or be dead .gentle piano musicI wa working full time in JCPenney 'sa a manager of the fine jewelry department .I wa at the top of my game .I wa living life .I turned 30 year old on May 10th 2008 .,,,,,,,,,
bqkquNb5Z8A3,0.45,1.03,Two day after that I climbed the two flight of stairup into the JCPenney 's buildingand I passed out at the top of the stair .I wa n't sure why I had passed out .I really did n't think it could be this life changing .I wa sent to see a doctor in New York City .The doctor walked and said,,,,,,,,,
bqkquNb5Z8A4,1.04,1.24,I think you have a disease called Pulmonary Hypertension .soft piano musicI left the hospital at New Yorkand went to Newark .It wa close to home .As I started to deteriorate more and moretheir quality of care got le and le .,,,,,,,,,
bqkquNb5Z8A5,1.27,1.41,The doctor said you 're gon na need a transplant soonand we wo n't transplant you here .I wa on a subcutaneous pump at that point .It wa uncomfortable .It wa always infected .It wa just awful .To hopefully get transplanted wa the only choice for me .,,,,,,,,,
bqkquNb5Z8A6,1.47,2.05,uplifting musicRight behind the red Hyundai .No problem .They love me here . laughI chose Penn Medicine because Penn Medicinesurvival rate for pulmonary hypertension are really great .They worked fast but they worked very efficiently,,,,,,,,,
bqkquNb5Z8A7,2.08,2.2,from the time my paperwork got sent downto the time I wa listed for transplantwa two and a half week .uplifting musicknocking Come in !Hey Tara how are you ?Good how are you ? Good to see you .,,,,,,,,,
bqkquNb5Z8A8,2.21,2.33,Tara Dr. Smith I love her she 's amazing .She 's the best thing since sliced bread .laughingHer nurse call me at least once a monthjust to check in on meand they email all the timeand she text me 'cause we 're close like that .,,,,,,,,,
bqkquNb5Z8A9,2.37,2.46,So here 's your heart .Tara Because I come from so farDr. Smith make sure that everything 'sall rolled into one day .Man Tara .Tara Everything wa back to back .machine groaning,,,,,,,,,
bqkquNb5Z8A10,2.47,3.02,An hour for lunch and then back to testing .Man Halfway there three minute left .Okay .Everyone just work in unisonand it all just flow .When I went to go see Dr. Smithshe said well there 's this drug,Drug,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
bqkquNb5Z8A11,3.03,3.11,but it 's not coming out yetbut maybe I can do something for you .And I 'm like what ?You 're gon na pull string ?Are you gon na make it rain ?I 'm like there 's nothing you can do for me .So she called she called she called,,,,,,,,,
bqkquNb5Z8A12,3.12,3.31,they kept turnin ' her down .But finally she said a soon a it come to marketyou 're gon na be the first person they put on it .And I wa in tear .She made me feel so human againand that little bit of humanity wa so kind .It just touched me so much .,,,,,,,,,
bqkquNb5Z8A13,3.33,3.48,It 's always good to see you .Call for anything okay . I will .She 's just a great doctorand I would n't be alive todayif I did n't have her a my doctor .uplifting piano musicYou know when it 's working in you,,,,,,,,,
bqkquNb5Z8A14,3.49,4.04,'cause you feel it .I am back working again part .Got my oxygen during the day .I can drive again which is wonderful'cause for a while there I did n't have a license'cause I wa on so many pain killer .It 's the little thing,Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
bqkquNb5Z8A15,4.05,4.21,that I have a new found appreciation for .soft piano musicBeing able just to take a walk around my block .Just being able to drive up to my sister 's houseif I wan na see the kid .I feel like I 'm a brand new me .And thanks to Penn Medicine,,,,,,,,,
bqkquNb5Z8A16,4.22,4.22,I can live my life again .,,,,,,,,,
qsAnlV8DUXo1,0,0.14,"My name is lorenzo . I live in oak cliff .This is my homehi , i 'm reid . I'Ve been with lorenzo for23 year, i 'm an artist to a lot of different kindof medium artworkfrom glass fusing to",,,,,,,,,
qsAnlV8DUXo2,0.16,0.27,"painting and ceramic .I remember when all of this started kindof happening , i wa playing volleyballandgot to a point where i wa playing thati could n't catch my breath .We assumed that it wa still just a",,,,,,,,,
qsAnlV8DUXo3,0.29,0.42,"bronchial infection , type thing that heneeded to get over .I wa coughing for 45 minute straightand i could not catch my breath . Then idecided to go to the doctorand that 's when i discovered that i hadipf idiopathical pulmonary fibrosis .",PulmonaryFibrosis,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
qsAnlV8DUXo4,0.47,1,"The doctor said you are a very healthyperson , except for your lung .They started explaining to me thatit wa scarring of the air bag that youhave in your lung . They wereprogressively causing me not to breathethe air that i needed",,,,,,,,,
qsAnlV8DUXo5,1.02,1.14,"and then with x and ct scan . Theywere discovering that the disease waprogressing .We recognized that the only solution , waa transplantand that 'swa , probably the most",,,,,,,,,
qsAnlV8DUXo6,1.18,1.31,"probably the hardest news i had to getbaylor scott white health had anintroductory course for potentialtransplant , patient and their family .That foundation helped . U trulyunderstand what the next few monthwould bring .",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
qsAnlV8DUXo7,1.34,1.48,"You got to hear the story fromsomeone that 's gone through it .My got my transplant in june 2020 . I havenever been in that environment to whereyou have all this attention and they 'regetting ready to take care of you . Theymade it very , very easy for me not to be",,,,,,,,,
qsAnlV8DUXo8,1.5,2.03,"frightful or nervous or anything likethat .The nursespent time with him , even after shift, how about that .I think one of the most amazing thingwa . When my team came in there and say",,,,,,,,,
qsAnlV8DUXo9,2.05,2.17,"i think we 're ready to take thisventilator off of you .You will be breathing on your own withyour new lung, that wa a special moment for the nurseand the staffspiritually . I knew that",,,,,,,,,
qsAnlV8DUXo10,2.19,2.33,"i got a second chanceduring my recovery reed and i sat downand we were discussing about what wa mynext professional avenue , and at thatmoment i decided do what you really wantto do . Do your passion and i decided togo and retire from my job and do art",,,,,,,,,
qsAnlV8DUXo11,2.35,2.43,"full timeit wa the beginning ofre myself , a an artisti cherish every breath . I take",,,,,,,,,
2pzHkvmRSW81,0.08,0.23,"Having copd, you experience a little bit of the, i should say , not really prejudice , butjust a stigmaagainst it by a lot of people, especially in the chronic lung diseasecommunity",Copd,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,LungDisease,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Community,SocialActivity,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
2pzHkvmRSW82,0.24,0.41,"um . You know , because a large portion ofcopd is caused from smoking .It wa difficult .Accepting that the diagnosis i justreferred to myself aextremely severe steroid dependentasthma",Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,Asthma,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
2pzHkvmRSW83,0.42,0.58,", not wanting to face the fact that i youknow indeed did havetechnically end stage copd bydiagnostic testing . I would feel peoplelookingand um and staring andoccasionally i would get a child um",Copd,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Child,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
2pzHkvmRSW84,1.01,1.16,"turn around and ask me if i smokedand you know often the parent would bemortified and i would just take it a anopportunity to educateon lung disease . In general , how smokingcertainly can cause it, but not all of u have smoked , and",Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,LungDisease,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
